valid_time,u10,v10,latitude,longitude
2023-01-01 00:00:00,-0.1126709,1.5367279,28.000000000000966,73.30000000000013
2023-01-01 01:00:00,-0.68904114,1.857544,28.000000000000966,73.30000000000013
2023-01-01 02:00:00,-1.1271057,2.206604,28.000000000000966,73.30000000000013
2023-01-01 03:00:00,-1.0416412,2.1476135,28.000000000000966,73.30000000000013
2023-01-01 04:00:00,-0.6536102,1.3980408,28.000000000000966,73.30000000000013
2023-01-01 05:00:00,-0.97628784,1.5684204,28.000000000000966,73.30000000000013
2023-01-01 06:00:00,-1.0909729,1.3946686,28.000000000000966,73.30000000000013
2023-01-01 07:00:00,-0.5390625,1.6549377,28.000000000000966,73.30000000000013
2023-01-01 08:00:00,-0.1302185,1.2953186,28.000000000000966,73.30000000000013
2023-01-01 09:00:00,0.12771606,0.96058655,28.000000000000966,73.30000000000013
2023-01-01 10:00:00,-0.0017700195,0.7492981,28.000000000000966,73.30000000000013
2023-01-01 11:00:00,-0.34059143,0.31150818,28.000000000000966,73.30000000000013
2023-01-01 12:00:00,-0.7885437,-0.41503906,28.000000000000966,73.30000000000013
2023-01-01 13:00:00,-1.562027,-1.3630066,28.000000000000966,73.30000000000013
2023-01-01 14:00:00,-2.1827087,-1.3922882,28.000000000000966,73.30000000000013
2023-01-01 15:00:00,-2.6403503,-1.0764618,28.000000000000966,73.30000000000013
2023-01-01 16:00:00,-2.984375,-0.6075897,28.000000000000966,73.30000000000013
2023-01-01 17:00:00,-3.199234,-0.08378601,28.000000000000966,73.30000000000013
2023-01-01 18:00:00,-3.2532196,0.46862793,28.000000000000966,73.30000000000013
2023-01-01 19:00:00,-3.1448975,1.0934753,28.000000000000966,73.30000000000013
2023-01-01 20:00:00,-2.9795685,1.3813019,28.000000000000966,73.30000000000013
2023-01-01 21:00:00,-2.9384918,1.6053772,28.000000000000966,73.30000000000013
2023-01-01 22:00:00,-2.8103638,1.78656,28.000000000000966,73.30000000000013
2023-01-01 23:00:00,-2.6126862,1.9039764,28.000000000000966,73.30000000000013
2023-01-02 00:00:00,-2.5338745,1.8146515,28.000000000000966,73.30000000000013
2023-01-02 01:00:00,-2.4593048,1.7330475,28.000000000000966,73.30000000000013
2023-01-02 02:00:00,-2.4618225,1.6691742,28.000000000000966,73.30000000000013
2023-01-02 03:00:00,-2.0146942,1.4554138,28.000000000000966,73.30000000000013
2023-01-02 04:00:00,-1.8784943,1.3426514,28.000000000000966,73.30000000000013
2023-01-02 05:00:00,-1.8852386,1.0801697,28.000000000000966,73.30000000000013
2023-01-02 06:00:00,-1.9972992,0.6717224,28.000000000000966,73.30000000000013
2023-01-02 07:00:00,-1.9264984,0.55996704,28.000000000000966,73.30000000000013
2023-01-02 08:00:00,-1.562027,-0.18014526,28.000000000000966,73.30000000000013
2023-01-02 09:00:00,-1.1358795,-0.7935028,28.000000000000966,73.30000000000013
