valid_time,sp,tp,latitude,longitude
2023-01-01 00:00:00,99245.266,0.0,28.000000000000966,73.30000000000013
2023-01-01 01:00:00,99258.09,0.0,28.000000000000966,73.30000000000013
2023-01-01 02:00:00,99316.33,0.0,28.000000000000966,73.30000000000013
2023-01-01 03:00:00,99375.49,0.0,28.000000000000966,73.30000000000013
2023-01-01 04:00:00,99469.54,0.0,28.000000000000966,73.30000000000013
2023-01-01 05:00:00,99497.95,0.0,28.000000000000966,73.30000000000013
2023-01-01 06:00:00,99477.39,0.0,28.000000000000966,73.30000000000013
2023-01-01 07:00:00,99429.91,0.0,28.000000000000966,73.30000000000013
2023-01-01 08:00:00,99336.41,0.0,28.000000000000966,73.30000000000013
2023-01-01 09:00:00,99254.0,0.0,28.000000000000966,73.30000000000013
2023-01-01 10:00:00,99214.53,0.0,28.000000000000966,73.30000000000013
2023-01-01 11:00:00,99189.55,0.0,28.000000000000966,73.30000000000013
2023-01-01 12:00:00,99221.266,0.0,28.000000000000966,73.30000000000013
2023-01-01 13:00:00,99263.664,0.0,28.000000000000966,73.30000000000013
2023-01-01 14:00:00,99331.914,0.0,28.000000000000966,73.30000000000013
2023-01-01 15:00:00,99368.07,0.0,28.000000000000966,73.30000000000013
2023-01-01 16:00:00,99390.72,0.0,28.000000000000966,73.30000000000013
2023-01-01 17:00:00,99390.555,0.0,28.000000000000966,73.30000000000013
2023-01-01 18:00:00,99375.69,0.0,28.000000000000966,73.30000000000013
2023-01-01 19:00:00,99363.8,8.523463e-07,28.000000000000966,73.30000000000013
2023-01-01 20:00:00,99320.12,0.0,28.000000000000966,73.30000000000013
2023-01-01 21:00:00,99297.2,0.0,28.000000000000966,73.30000000000013
2023-01-01 22:00:00,99244.766,0.0,28.000000000000966,73.30000000000013
2023-01-01 23:00:00,99230.836,0.0,28.000000000000966,73.30000000000013
2023-01-02 00:00:00,99245.22,0.0,28.000000000000966,73.30000000000013
2023-01-02 01:00:00,99295.5,0.0,28.000000000000966,73.30000000000013
2023-01-02 02:00:00,99356.71,0.0,28.000000000000966,73.30000000000013
2023-01-02 03:00:00,99447.07,0.0,28.000000000000966,73.30000000000013
2023-01-02 04:00:00,99536.18,0.0,28.000000000000966,73.30000000000013
2023-01-02 05:00:00,99574.67,0.0,28.000000000000966,73.30000000000013
2023-01-02 06:00:00,99533.164,0.0,28.000000000000966,73.30000000000013
2023-01-02 07:00:00,99466.78,0.0,28.000000000000966,73.30000000000013
2023-01-02 08:00:00,99376.47,0.0,28.000000000000966,73.30000000000013
2023-01-02 09:00:00,99292.125,0.0,28.000000000000966,73.30000000000013
2023-01-02 10:00:00,99250.97,0.0,28.000000000000966,73.30000000000013
2023-01-02 11:00:00,99254.516,0.0,28.000000000000966,73.30000000000013
2023-01-02 12:00:00,99283.09,0.0,28.000000000000966,73.30000000000013
2023-01-02 13:00:00,99335.37,0.0,28.000000000000966,73.30000000000013
2023-01-02 14:00:00,99424.17,0.0,28.000000000000966,73.30000000000013
2023-01-02 15:00:00,99471.336,0.0,28.000000000000966,73.30000000000013
2023-01-02 16:00:00,99514.38,0.0,28.000000000000966,73.30000000000013
2023-01-02 17:00:00,99516.25,4.351138e-07,28.000000000000966,73.30000000000013
2023-01-02 18:00:00,99508.1,0.0,28.000000000000966,73.30000000000013
2023-01-02 19:00:00,99458.01,0.0,28.000000000000966,73.30000000000013
2023-01-02 20:00:00,99456.39,0.0,28.000000000000966,73.30000000000013
2023-01-02 21:00:00,99436.5,0.0,28.000000000000966,73.30000000000013
2023-01-02 22:00:00,99421.14,0.0,28.000000000000966,73.30000000000013
2023-01-02 23:00:00,99408.82,0.0,28.000000000000966,73.30000000000013
2023-01-03 00:00:00,99424.7,0.0,28.000000000000966,73.30000000000013
2023-01-03 01:00:00,99479.48,0.0,28.000000000000966,73.30000000000013
2023-01-03 02:00:00,99547.414,0.0,28.000000000000966,73.30000000000013
2023-01-03 03:00:00,99612.61,0.0,28.000000000000966,73.30000000000013
2023-01-03 04:00:00,99691.44,0.0,28.000000000000966,73.30000000000013
2023-01-03 05:00:00,99732.65,0.0,28.000000000000966,73.30000000000013
2023-01-03 06:00:00,99723.71,0.0,28.000000000000966,73.30000000000013
2023-01-03 07:00:00,99642.7,0.0,28.000000000000966,73.30000000000013
2023-01-03 08:00:00,99553.94,0.0,28.000000000000966,73.30000000000013
2023-01-03 09:00:00,99485.375,0.0,28.000000000000966,73.30000000000013
2023-01-03 10:00:00,99451.234,4.351138e-07,28.000000000000966,73.30000000000013
2023-01-03 11:00:00,99460.4,0.0,28.000000000000966,73.30000000000013
2023-01-03 12:00:00,99502.234,0.0,28.000000000000966,73.30000000000013
2023-01-03 13:00:00,99553.39,0.0,28.000000000000966,73.30000000000013
2023-01-03 14:00:00,99615.4,0.0,28.000000000000966,73.30000000000013
2023-01-03 15:00:00,99666.86,0.0,28.000000000000966,73.30000000000013
2023-01-03 16:00:00,99696.38,8.5830703e-07,28.000000000000966,73.30000000000013
2023-01-03 17:00:00,99698.5,-5.960601e-09,28.000000000000966,73.30000000000013
2023-01-03 18:00:00,99691.83,-5.9603735e-09,28.000000000000966,73.30000000000013
2023-01-03 19:00:00,99652.02,0.0,28.000000000000966,73.30000000000013
2023-01-03 20:00:00,99640.22,0.0,28.000000000000966,73.30000000000013
2023-01-03 21:00:00,99624.91,0.0,28.000000000000966,73.30000000000013
2023-01-03 22:00:00,99612.61,4.3482328e-07,28.000000000000966,73.30000000000013
2023-01-03 23:00:00,99587.195,0.0,28.000000000000966,73.30000000000013
2023-01-04 00:00:00,99569.2,0.0,28.000000000000966,73.30000000000013
2023-01-04 01:00:00,99572.8,0.0,28.000000000000966,73.30000000000013
2023-01-04 02:00:00,99639.21,0.0,28.000000000000966,73.30000000000013
2023-01-04 03:00:00,99718.586,0.0,28.000000000000966,73.30000000000013
2023-01-04 04:00:00,99770.984,0.0,28.000000000000966,73.30000000000013
2023-01-04 05:00:00,99812.56,0.0,28.000000000000966,73.30000000000013
2023-01-04 06:00:00,99802.08,0.0,28.000000000000966,73.30000000000013
2023-01-04 07:00:00,99743.95,4.2617322e-07,28.000000000000966,73.30000000000013
2023-01-04 08:00:00,99644.95,4.3362368e-07,28.000000000000966,73.30000000000013
2023-01-04 09:00:00,99548.97,0.0,28.000000000000966,73.30000000000013
2023-01-04 10:00:00,99501.984,0.0,28.000000000000966,73.30000000000013
2023-01-04 11:00:00,99473.125,0.0,28.000000000000966,73.30000000000013
2023-01-04 12:00:00,99511.266,-7.450581e-09,28.000000000000966,73.30000000000013
2023-01-04 13:00:00,99526.36,4.3511392e-07,28.000000000000966,73.30000000000013
2023-01-04 14:00:00,99576.58,4.0017767e-10,28.000000000000966,73.30000000000013
2023-01-04 15:00:00,99613.25,0.0,28.000000000000966,73.30000000000013
2023-01-04 16:00:00,99635.586,0.0,28.000000000000966,73.30000000000013
2023-01-04 17:00:00,99665.05,0.0,28.000000000000966,73.30000000000013
2023-01-04 18:00:00,99671.44,4.2230045e-07,28.000000000000966,73.30000000000013
2023-01-04 19:00:00,99666.69,4.923777e-10,28.000000000000966,73.30000000000013
2023-01-04 20:00:00,99625.67,1.0208396e-08,28.000000000000966,73.30000000000013
2023-01-04 21:00:00,99598.92,0.0,28.000000000000966,73.30000000000013
2023-01-04 22:00:00,99545.234,0.0,28.000000000000966,73.30000000000013
2023-01-04 23:00:00,99538.9,0.0,28.000000000000966,73.30000000000013
2023-01-05 00:00:00,99546.83,0.0,28.000000000000966,73.30000000000013
2023-01-05 01:00:00,99586.21,0.0,28.000000000000966,73.30000000000013
2023-01-05 02:00:00,99668.984,0.0,28.000000000000966,73.30000000000013
2023-01-05 03:00:00,99729.11,0.0,28.000000000000966,73.30000000000013
2023-01-05 04:00:00,99808.47,0.0,28.000000000000966,73.30000000000013
2023-01-05 05:00:00,99856.31,0.0,28.000000000000966,73.30000000000013
2023-01-05 06:00:00,99838.31,0.0,28.000000000000966,73.30000000000013
2023-01-05 07:00:00,99760.26,4.2766322e-07,28.000000000000966,73.30000000000013
2023-01-05 08:00:00,99653.23,0.0,28.000000000000966,73.30000000000013
2023-01-05 09:00:00,99557.5,0.0,28.000000000000966,73.30000000000013
2023-01-05 10:00:00,99513.2,0.0,28.000000000000966,73.30000000000013
2023-01-05 11:00:00,99525.8,4.2766334e-07,28.000000000000966,73.30000000000013
2023-01-05 12:00:00,99559.375,0.0,28.000000000000966,73.30000000000013
2023-01-05 13:00:00,99598.54,0.0,28.000000000000966,73.30000000000013
